index,0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,-1.9519999999999982
2020-01-14,14.200000000000017
2020-01-15,34.425000000000004
2020-01-16,-3.1979999999999738
2020-01-17,43.00899999999993
2020-01-18,-16.63999999999994
2020-01-19,51.32800000000007
2020-01-20,-71.16800000000003
2020-01-21,12.409999999999918
2020-01-22,7.775999999999988
2020-01-23,-24.697999999999983
2020-01-24,-26.39399999999995
2020-01-25,10.16400000000001
2020-01-26,4.025999999999996
2020-01-27,10.200000000000017
2020-01-28,15.485999999999928
2020-01-29,20.880000000000052
2020-01-30,-7.018000000000047
2020-01-31,23.940000000000012
2020-02-01,-5.75999999999998
2020-02-02,26.14400000000005
2020-02-03,12.97999999999995
2020-02-04,-15.238999999999928
2020-02-05,23.4849999999999
2020-02-06,99.11000000000007
2020-02-07,51.27099999999999
2020-02-08,42.00800000000003
2020-02-09,24.839999999999918
2020-02-10,-41.76000000000005
2020-02-11,-11.097999999999951
2020-02-12,201.68600000000004
2020-02-13,54.06400000000017
2020-02-14,23.58499999999994
2020-02-15,81.24199999999992
2020-02-16,-57.62399999999996
2020-02-17,-95.94200000000006
2020-02-18,71.90999999999995
2020-02-19,62.600000000000136
2020-02-20,-104.16000000000008
2020-02-21,7.480000000000018
2020-02-22,4.263000000000079
2020-02-23,31.870999999999864
2020-02-24,-9.200000000000017
2020-02-25,-23.32499999999996
2020-02-26,-45.079999999999984
2020-02-27,-20.57699999999997
2020-02-28,-5.063999999999999
2020-02-29,3.429999999999984
2020-03-01,-1.8060000000000003
2020-03-02,0.0
2020-03-03,-1.028000000000003
2020-03-04,0.2080000000000041
2020-03-05,-0.867999999999995
2020-03-06,-3.1840000000000033
2020-03-07,-3.0519999999999983
2020-03-08,5.983999999999992
2020-03-09,4.362000000000001
2020-03-10,1.6640000000000044
2020-03-11,0.3279999999999973
2020-03-12,25.82999999999999
2020-03-13,62.35600000000001
2020-03-14,-4.848000000000025
2020-03-15,10.96300000000002
2020-03-16,30.456000000000007
2020-03-17,-15.416999999999986
2020-03-18,10.90799999999998
2020-03-19,-17.92199999999998
2020-03-20,-79.77899999999998
2020-03-21,46.79999999999998
2020-03-22,-5.340000000000003
2020-03-23,27.699999999999996
2020-03-24,-45.400000000000034
2020-03-25,0.0
2020-03-26,10.119999999999989
2020-03-27,-2.60999999999998
2020-03-28,11.663999999999987
2020-03-29,-0.045000000000001705
2020-03-30,-1.9599999999999682
2020-03-31,-3.40200000000001
2020-04-01,1.610000000000008
2020-04-02,-6.942000000000005
2020-04-03,-8.04000000000002
2020-04-04,2.299000000000004
2020-04-05,-0.9449999999999847
2020-04-06,-4.781000000000009
2020-04-07,-13.950000000000001
2020-04-08,2.105000000000004
2020-04-09,0.7199999999999989
2020-04-10,-8.735999999999985
2020-04-11,0.9459999999999837
2020-04-12,-1.6500000000000001
2020-04-13,-5.202999999999989
2020-04-14,3.829999999999984
2020-04-15,1.5820000000000136
2020-04-16,8.322999999999992
2020-04-17,-0.027999999999994432
2020-04-18,2.9809999999999777
2020-04-19,13.244000000000012
2020-04-20,-0.9659999999999713
2020-04-21,-28.531999999999996
2020-04-22,10.229999999999983
2020-04-23,16.124000000000006
2020-04-24,22.677999999999983
2020-04-25,15.109000000000023
2020-04-26,0.6599999999999966
2020-04-27,6.695999999999947
2020-04-28,-6.687999999999966
2020-04-29,44.27999999999997
2020-04-30,46.639999999999986
2020-05-01,-14.576999999999941
2020-05-02,-11.135999999999967
2020-05-03,17.002999999999997
2020-05-04,-70.93400000000011
2020-05-05,41.41800000000006
2020-05-06,-11.825999999999988
2020-05-07,-7.139999999999986
2020-05-08,20.339999999999918
2020-05-09,14.469000000000097
2020-05-10,-110.71700000000008
2020-05-11,-24.32700000000002
2020-05-12,6.720000000000036
2020-05-13,0.7000000000000001
2020-05-14,9.200000000000001
2020-05-15,-0.8149999999999977
2020-05-16,0.23499999999999943
2020-05-17,0.25
2020-05-18,6.797999999999991
2020-05-19,1.1760000000000048
2020-05-20,-0.6479999999999905
2020-05-21,-13.104000000000003
2020-05-22,-9.700000000000045
2020-05-23,11.420000000000016
2020-05-24,3.740000000000029
2020-05-25,-10.752000000000045
2020-05-26,0.7360000000000128
2020-05-27,0.5850000000000222
2020-05-28,3.5229999999999735
2020-05-29,14.685000000000025
2020-05-30,13.936999999999987
2020-05-31,6.565999999999997
2020-06-01,-0.15000000000000568
2020-06-02,37.48800000000005
2020-06-03,-45.825
2020-06-04,31.54499999999996
2020-06-05,11.382000000000033
2020-06-06,-33.63000000000003
2020-06-07,8.757999999999948
2020-06-08,7.36600000000006
2020-06-09,-0.33600000000001273
2020-06-10,-0.44800000000007006
2020-06-11,18.928000000000136
2020-06-12,-50.88000000000012
2020-06-13,-0.46799999999986996
2020-06-14,-2.5620000000000576
2020-06-15,-43.23599999999997
2020-06-16,26.369999999999976
2020-06-17,1.7440000000000055
2020-06-18,-1.0780000000000143
2020-06-19,-5.967000000000005
2020-06-20,0.036000000000001364
2020-06-21,1.240000000000009
2020-06-22,2.5900000000000034
2020-06-23,2.8479999999999905
2020-06-24,0.10800000000000409
2020-06-25,-6.807999999999993
2020-06-26,-6.944999999999993
2020-06-27,0.75
2020-06-28,-8.670000000000016
2020-06-29,1.0289999999999992
2020-06-30,-1.256000000000006
2020-07-01,-1.770999999999984
