index,FINAL
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,56.71820488011585
2020-01-12,60.14807911838902
2020-01-13,60.24706850979216
2020-01-14,61.33658624388641
2020-01-15,45.99701023807201
2020-01-16,44.80907003025336
2020-01-17,44.01775409396414
2020-01-18,41.15010390420683
2020-01-19,40.870142919667046
2020-01-20,34.755853360364014
2020-01-21,35.64641653245823
2020-01-22,36.59965252345948
2020-01-23,35.37727411095034
2020-01-24,34.890964423694626
2020-01-25,36.29223905167965
2020-01-26,37.83973965231981
2020-01-27,37.90347189476409
2020-01-28,37.16705726793291
2020-01-29,37.374245786390944
2020-01-30,35.83747414091663
2020-01-31,36.31728052752706
2020-02-01,35.29403853618137
2020-02-02,35.7487248869634
2020-02-03,35.203619528938944
2020-02-04,35.57503705644665
2020-02-05,36.69528085304213
2020-02-06,32.608937477188256
2020-02-07,31.484873576876748
2020-02-08,30.994357244816374
2020-02-09,32.73042318257401
2020-02-10,30.152302155564712
2020-02-11,31.319971421105887
2020-02-12,25.064699539208004
2020-02-13,23.269184505820693
2020-02-14,23.834463567793158
2020-02-15,24.003940923258853
2020-02-16,21.35655746366637
2020-02-17,18.814281917510748
2020-02-18,19.9497266933904
2020-02-19,19.34818696787276
2020-02-20,14.782579254786024
2020-02-21,16.280567327422364
2020-02-22,15.763534222928689
2020-02-23,16.572422340979504
2020-02-24,15.76988440208168
2020-02-25,15.07141691766425
2020-02-26,13.878822717752563
2020-02-27,14.514643123977864
2020-02-28,13.918899556310723
2020-02-29,14.49976464647852
2020-03-01,13.96660700593308
2020-03-02,14.822831248258998
2020-03-03,14.72226696957657
2020-03-04,15.016146639448797
2020-03-05,15.390007370868863
2020-03-06,15.23387577025989
2020-03-07,15.431107700934717
2020-03-08,15.43015484493321
2020-03-09,15.210442426527285
2020-03-10,16.300587328066012
2020-03-11,16.98236671000899
2020-03-12,13.73166977594698
2020-03-13,11.775295160069225
2020-03-14,14.2756095461234
2020-03-15,14.057420705326937
2020-03-16,13.643855424845997
2020-03-17,15.363639536099155
2020-03-18,14.571260844043612
2020-03-19,15.878132259632498
2020-03-20,15.601454809617186
2020-03-21,12.36747627954884
2020-03-22,13.73313628766287
2020-03-23,13.054957547835546
2020-03-24,14.166136888737228
2020-03-25,13.537568141244245
2020-03-26,13.1863141844333
2020-03-27,13.423919823647285
2020-03-28,12.65141181986243
2020-03-29,13.421328447985394
2020-03-30,13.485702920276806
2020-03-31,13.55640523051315
2020-04-01,13.557429677049255
2020-04-02,14.323792210921432
2020-04-03,14.531940059930195
2020-04-04,14.147892217906513
2020-04-05,14.152679366048817
2020-04-06,15.89514642386288
2020-04-07,20.954107239017215
2020-04-08,19.357532592486027
2020-04-09,19.995097842684757
2020-04-10,17.869024147801415
2020-04-11,19.997461350681895
2020-04-12,19.34461509052982
2020-04-13,18.169270291950696
2020-04-14,23.219296198148985
2020-04-15,24.666766653777476
2020-04-16,26.2342099582239
2020-04-17,24.976698734847304
2020-04-18,28.6681828035312
2020-04-19,27.131334344116183
2020-04-20,28.368792381331097
2020-04-21,25.227466018308988
2020-04-22,27.87552537438261
2020-04-23,26.714591021200828
2020-04-24,26.553584310199827
2020-04-25,27.474098244370182
2020-04-26,26.754043483040647
2020-04-27,27.008426316997546
2020-04-28,26.994917264975204
2020-04-29,27.502189845614442
2020-04-30,26.348684277352536
2020-05-01,25.923935557095263
2020-05-02,30.506232543547227
2020-05-03,31.063600417233225
2020-05-04,27.412172611988467
2020-05-05,32.152789413009174
2020-05-06,31.894943281944617
2020-05-07,31.062241044936847
2020-05-08,32.71652796998418
2020-05-09,32.36040669922914
2020-05-10,22.963908044057384
2020-05-11,26.171246549608938
2020-05-12,26.586261802550794
2020-05-13,26.313218029807903
2020-05-14,26.502933609501316
2020-05-15,25.671509659689523
2020-05-16,27.63828775506683
2020-05-17,27.367543327771294
2020-05-18,26.875978143365476
2020-05-19,27.25799925852295
2020-05-20,27.23205624003913
2020-05-21,26.18984303492875
2020-05-22,26.451996191238816
2020-05-23,26.201924382665332
2020-05-24,27.291003322141446
2020-05-25,27.825246284253733
2020-05-26,28.375499876160294
2020-05-27,29.1837505257315
2020-05-28,28.44254302671204
2020-05-29,28.874869523391492
2020-05-30,28.54550970331252
2020-05-31,27.107906234800872
2020-06-01,27.373085584056486
2020-06-02,27.12089186516176
2020-06-03,24.8336571845867
2020-06-04,30.154456617089572
2020-06-05,30.45559948663067
2020-06-06,29.185023810414815
2020-06-07,29.337187468251212
2020-06-08,31.524550766379164
2020-06-09,30.933767282541808
2020-06-10,30.839254881937386
2020-06-11,31.238144597613392
2020-06-12,30.23437108180837
2020-06-13,30.54591002574217
2020-06-14,30.38819061455476
2020-06-15,27.660955548992924
2020-06-16,29.53385979095471
2020-06-17,29.115364628527097
2020-06-18,29.15134214929
2020-06-19,29.011228722272428
2020-06-20,29.06610226226968
2020-06-21,29.791975841783106
2020-06-22,29.740782495047803
2020-06-23,30.965303872243137
2020-06-24,33.24944350277344
2020-06-25,32.70159079365276
2020-06-26,31.494349244474467
2020-06-27,34.93729328801998
2020-06-28,35.427149067539276
2020-06-29,37.438259213369705
2020-06-30,38.209856076533306
2020-07-01,38.78712224533205
2020-07-02,38.51127470956895
2020-07-03,38.9340655190448
2020-07-04,38.51928353694475
2020-07-05,38.77463424132638
2020-07-06,38.94347674983331
2020-07-07,39.51670646633417
2020-07-08,39.69865358055018
2020-07-09,38.59958145203102
