,date,V
640,2016-08-15,464.7990501134817
641,2016-08-16,461.94781623435006
642,2016-08-17,464.2174444808967
643,2016-08-18,464.21889603452547
644,2016-08-19,461.941012953716
645,2016-08-22,467.04574106533636
646,2016-08-23,465.9005624288825
647,2016-08-24,453.3202859544244
648,2016-08-25,453.32164215169274
649,2016-08-26,449.98426265223765
650,2016-08-29,446.6714415102961
651,2016-08-30,450.5107785029489
652,2016-08-31,440.00501166509645
653,2016-09-01,441.6265944361869
654,2016-09-02,444.33833861539597
655,2016-09-05,444.8850154023483
656,2016-09-06,453.07772414369884
657,2016-09-07,454.1912854078707
658,2016-09-08,456.98013657068446
659,2016-09-09,463.1517688691903
660,2016-09-12,467.1326582160143
661,2016-09-13,462.54665010425407
662,2016-09-14,473.3356467591982
663,2016-09-19,493.0916239263795
664,2016-09-20,496.72455553012037
665,2016-09-21,502.21343449695433
666,2016-09-22,504.6806115671392
667,2016-09-23,500.3454297001827
668,2016-09-26,501.5750556911176
669,2016-09-27,496.650842795324
670,2016-09-28,502.7484901495677
671,2016-09-29,497.19560950999846
672,2016-09-30,513.6751778706446
673,2016-10-10,533.2231542299189
674,2016-10-11,540.4243567158572
675,2016-10-12,542.4158182896963
676,2016-10-13,545.0804225774611
677,2016-10-14,549.7653674129049
678,2016-10-17,567.3125001085098
679,2016-10-18,567.3138581282648
680,2016-10-19,582.6355503794639
681,2016-10-20,581.2065452182181
682,2016-10-21,584.0616282443456
683,2016-10-24,604.1372187724957
684,2016-10-25,613.7791397298581
685,2016-10-26,617.547605855873
686,2016-10-27,625.1294032653667
687,2016-10-28,666.5675851640432
688,2016-10-31,697.6611641082809
689,2016-11-01,695.9499218323062
690,2016-11-02,692.5343020896003
691,2016-11-03,721.4387634312726
692,2016-11-04,709.0423399247915
693,2016-11-07,711.6548815144228
694,2016-11-08,770.1847590906194
695,2016-11-09,804.2208798356625
696,2016-11-10,786.4532241531152
697,2016-11-11,773.9049612845778
698,2016-11-14,807.1554697893204
699,2016-11-15,821.028065762158
700,2016-11-16,796.8421456097242
701,2016-11-17,759.6749235763817
702,2016-11-18,0.0
703,2016-11-21,0.0
704,2016-11-22,0.0
705,2016-11-23,0.0
706,2016-11-24,0.0
707,2016-11-25,0.0
708,2016-11-28,0.0
709,2016-11-29,0.0
710,2016-11-30,0.0
711,2016-12-01,0.0
712,2016-12-02,0.0
713,2016-12-05,0.0
714,2016-12-06,0.0
715,2016-12-07,0.0
716,2016-12-08,0.0
717,2016-12-09,0.0
718,2016-12-12,0.0
719,2016-12-13,0.0
720,2016-12-14,0.0
721,2016-12-15,0.0
722,2016-12-16,0.0
723,2016-12-19,0.0
724,2016-12-20,0.0
725,2016-12-21,0.0
726,2016-12-22,0.0
727,2016-12-23,0.0
728,2016-12-26,0.0
729,2016-12-27,0.0
730,2016-12-28,0.0
731,2016-12-29,0.0
732,2016-12-30,0.0
733,2017-01-03,0.0
734,2017-01-04,0.0
735,2017-01-05,0.0
736,2017-01-06,0.0
737,2017-01-09,0.0
738,2017-01-10,0.0
739,2017-01-11,0.0
740,2017-01-12,0.0
741,2017-01-13,0.0
742,2017-01-16,0.0
743,2017-01-17,0.0
744,2017-01-18,0.0
745,2017-01-19,0.0
746,2017-01-20,0.0
747,2017-01-23,0.0
748,2017-01-24,0.0
749,2017-01-25,0.0
750,2017-01-26,0.0
751,2017-02-03,0.0
752,2017-02-06,0.0
753,2017-02-07,0.0
754,2017-02-08,0.0
755,2017-02-09,0.0
756,2017-02-10,0.0
757,2017-02-13,0.0
758,2017-02-14,410.1896894585083
759,2017-02-15,0.0
760,2017-02-16,412.7003205236717
761,2017-02-17,412.7008080373554
762,2017-02-20,0.0
763,2017-02-21,0.0
764,2017-02-22,0.0
765,2017-02-23,0.0
766,2017-02-24,0.0
767,2017-02-27,0.0
768,2017-02-28,0.0
769,2017-03-01,0.0
770,2017-03-02,0.0
771,2017-03-03,0.0
772,2017-03-06,373.831594087702
773,2017-03-07,373.8319886513634
774,2017-03-08,360.80525571356105
775,2017-03-09,0.0
776,2017-03-10,0.0
777,2017-03-13,0.0
778,2017-03-14,0.0
779,2017-03-15,0.0
780,2017-03-16,0.0
781,2017-03-17,0.0
782,2017-03-20,0.0
783,2017-03-21,0.0
784,2017-03-22,0.0
785,2017-03-23,0.0
786,2017-03-24,0.0
787,2017-03-27,0.0
788,2017-03-28,0.0
789,2017-03-29,0.0
790,2017-03-30,0.0
791,2017-03-31,0.0
792,2017-04-05,0.0
793,2017-04-06,0.0
794,2017-04-07,0.0
795,2017-04-10,0.0
796,2017-04-11,0.0
797,2017-04-12,0.0
798,2017-04-13,0.0
799,2017-04-14,0.0
800,2017-04-17,0.0
801,2017-04-18,0.0
802,2017-04-19,0.0
803,2017-04-20,0.0
804,2017-04-21,0.0
805,2017-04-24,0.0
806,2017-04-25,0.0
807,2017-04-26,0.0
808,2017-04-27,0.0
809,2017-04-28,0.0
810,2017-05-02,0.0
811,2017-05-03,0.0
812,2017-05-04,0.0
813,2017-05-05,0.0
814,2017-05-08,0.0
815,2017-05-09,0.0
816,2017-05-10,0.0
817,2017-05-11,0.0
818,2017-05-12,0.0
819,2017-05-15,0.0
820,2017-05-16,0.0
821,2017-05-17,0.0
822,2017-05-18,0.0
823,2017-05-19,0.0
824,2017-05-22,0.0
825,2017-05-23,0.0
826,2017-05-24,0.0
827,2017-05-25,0.0
828,2017-05-26,0.0
829,2017-05-31,0.0
830,2017-06-01,0.0
831,2017-06-02,0.0
832,2017-06-05,0.0
833,2017-06-06,0.0
834,2017-06-07,0.0
835,2017-06-08,0.0
836,2017-06-09,0.0
837,2017-06-12,0.0
838,2017-06-13,0.0
839,2017-06-14,0.0
840,2017-06-15,0.0
841,2017-06-16,0.0
842,2017-06-19,0.0
843,2017-06-20,0.0
844,2017-06-21,0.0
845,2017-06-22,0.0
846,2017-06-23,396.12595524560925
847,2017-06-26,396.1261746946267
848,2017-06-27,400.1332105954588
849,2017-06-28,399.84433183314985
850,2017-06-29,407.06673946942254
851,2017-06-30,412.3608626384927
852,2017-07-03,411.1693573342305
853,2017-07-04,408.79301281460624
854,2017-07-05,413.5188749187061
855,2017-07-06,418.8969035841805
856,2017-07-07,423.7395680043377
857,2017-07-10,425.8828462119135
858,2017-07-11,430.19086675622015
859,2017-07-12,423.0423800871916
860,2017-07-13,423.95953306214136
861,2017-07-14,423.3471179747899
862,2017-07-17,421.2062434709378
863,2017-07-18,427.59719997574103
864,2017-07-19,433.46724626063246
865,2017-07-20,430.96200827505714
866,2017-07-21,435.3213919013846
867,2017-07-24,439.41035105897316
868,2017-07-25,442.26781934283116
869,2017-07-26,437.4749403421993
870,2017-07-27,442.84842543206236
871,2017-07-28,439.00912523091256
872,2017-07-31,439.0093191343341
873,2017-08-01,440.91261754250365
874,2017-08-02,457.47790306290347
875,2017-08-03,454.83387636120193
876,2017-08-04,474.22250952979397
877,2017-08-07,471.48170257761035
878,2017-08-08,476.2509393830967
879,2017-08-09,473.8424968755768
880,2017-08-10,481.7167726841721
881,2017-08-11,467.4473081335003
882,2017-08-14,459.6796882168879
883,2017-08-15,0.0
884,2017-08-16,0.0
885,2017-08-17,0.0
886,2017-08-18,0.0
887,2017-08-21,0.0
888,2017-08-22,0.0
889,2017-08-23,0.0
890,2017-08-24,0.0
891,2017-08-25,0.0
892,2017-08-28,384.1049208144129
893,2017-08-29,384.10506164121256
894,2017-08-30,383.63851341648797
895,2017-08-31,392.02882893383264
896,2017-09-01,406.7947400438375
897,2017-09-04,397.15689625388137
898,2017-09-05,400.0523104058757
899,2017-09-06,402.2397363287234
900,2017-09-07,391.4880031664927
901,2017-09-08,382.92629142581546
902,2017-09-11,0.0
903,2017-09-12,0.0
904,2017-09-13,0.0
905,2017-09-14,0.0
906,2017-09-15,0.0
907,2017-09-18,0.0
908,2017-09-19,0.0
909,2017-09-20,0.0
910,2017-09-21,0.0
911,2017-09-22,0.0
912,2017-09-25,0.0
913,2017-09-26,0.0
914,2017-09-27,0.0
915,2017-09-28,0.0
916,2017-09-29,0.0
917,2017-10-09,0.0
918,2017-10-10,0.0
919,2017-10-11,0.0
920,2017-10-12,0.0
921,2017-10-13,0.0
922,2017-10-16,0.0
923,2017-10-17,0.0
924,2017-10-18,0.0
925,2017-10-19,0.0
926,2017-10-20,0.0
927,2017-10-23,0.0
928,2017-10-24,0.0
929,2017-10-25,0.0
930,2017-10-26,0.0
931,2017-10-27,0.0
932,2017-10-30,0.0
933,2017-10-31,0.0
934,2017-11-01,0.0
935,2017-11-02,0.0
936,2017-11-03,0.0
937,2017-11-06,0.0
938,2017-11-07,0.0
939,2017-11-08,0.0
940,2017-11-09,0.0
941,2017-11-10,0.0
942,2017-11-13,0.0
943,2017-11-14,0.0
944,2017-11-15,0.0
945,2017-11-16,0.0
946,2017-11-17,0.0
947,2017-11-20,0.0
948,2017-11-21,0.0
949,2017-11-22,0.0
950,2017-11-23,0.0
951,2017-11-24,0.0
