,0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,-0.012127408721946767
2020-02-22,1.8203246879234702
2020-02-23,-11.972774809200057
2020-02-24,1.712000000000046
2020-02-25,21.534751169335124
2020-02-26,29.745000000000008
2020-02-27,9.399557020011528
2020-02-28,-2.389578459246035
2020-02-29,-12.066175850059343
2020-03-01,-4.5259999999999145
2020-03-02,-5.797000000000036
2020-03-03,-5.335272269176075
2020-03-04,-10.224359159529662
2020-03-05,-18.70052385408423
2020-03-06,-9.489104406860452
2020-03-07,1.6349542676969382
2020-03-08,6.908885376759718
2020-03-09,2.083496584096524
2020-03-10,2.587937727575393
2020-03-11,1.548287216762874
2020-03-12,54.67421673792998
2020-03-13,127.58846542791932
2020-03-14,-13.891199784468126
2020-03-15,8.816895035109313
2020-03-16,33.40799999999996
2020-03-17,-29.53675339690488
2020-03-18,4.277269974590604
2020-03-19,-19.039999999999964
2020-03-20,-76.41600000000005
2020-03-21,42.521199206409456
2020-03-22,-7.518982573982838
2020-03-23,17.08716461577483
2020-03-24,-20.249999999999993
2020-03-25,-3.182845345428008
2020-03-26,2.948338787687074
2020-03-27,-6.2249676942123395
2020-03-28,5.310265776258096
2020-03-29,1.7760000000000034
2020-03-30,-0.7560000000000073
2020-03-31,-2.628
2020-04-01,1.6640000000000015
2020-04-02,-2.084910250893422
2020-04-03,-1.9479497803366
2020-04-04,-0.3599248485923269
2020-04-05,-0.0019401061077737559
2020-04-06,0.8230071819641496
2020-04-07,3.2007994833256395
2020-04-08,-1.0906619965762774
2020-04-09,3.300000000000008
2020-04-10,-26.995902026186283
2020-04-11,0.5462845182881295
2020-04-12,-2.792826056318565
2020-04-13,1.7653022918256585
2020-04-14,14.777906224487127
2020-04-15,0.00771307666542361
2020-04-16,1.1437595469784545
2020-04-17,4.507869644784718
2020-04-18,4.389742444690721
2020-04-19,11.720409229859744
2020-04-20,-0.6890566360115904
2020-04-21,-45.49796701261977
2020-04-22,7.988226837229352
2020-04-23,7.797017755243726
2020-04-24,17.46694040238592
2020-04-25,-2.6999999999999247
2020-04-26,1.847944720733292
2020-04-27,4.345971269984515
2020-04-28,-2.606027120882392
2020-04-29,11.37000000000004
2020-04-30,21.02786362268646
2020-05-01,11.190263616551222
2020-05-02,-16.123577731314747
2020-05-03,10.04700000000014
2020-05-04,-46.308000000000064
2020-05-05,28.28629138486326
2020-05-06,-9.107999999999993
2020-05-07,-8.944980104284163
2020-05-08,11.272943131223776
2020-05-09,4.380000000000024
2020-05-10,-35.52365130275148
2020-05-11,-8.257241795248737
2020-05-12,-3.301070157656245
2020-05-13,1.2320000000000597
2020-05-14,-12.606000000000009
2020-05-15,6.018558345696225
2020-05-16,-0.3978921984698521
2020-05-17,-0.8999999999999986
2020-05-18,-2.0528724483977205
2020-05-19,-1.8938682081077027
2020-05-20,-1.473932183746854
2020-05-21,-2.937435528320177
2020-05-22,-0.9939999999999714
2020-05-23,2.0542083695876263
2020-05-24,1.5390432682555295
2020-05-25,-3.9689999999999905
2020-05-26,1.535309300812365
2020-05-27,-0.5309106702185447
2020-05-28,0.6941704113937942
2020-05-29,0.6859999999999999
2020-05-30,0.9990384538570898
2020-05-31,1.1282085537708477
2020-06-01,-5.141454816850675
2020-06-02,17.442000000000117
2020-06-03,-21.93057387086188
2020-06-04,10.737340342116163
2020-06-05,8.766323504908982
2020-06-06,-8.898655009287204
2020-06-07,-5.202999999999943
2020-06-08,-5.204865711712375
2020-06-09,-2.7944660585588634
2020-06-10,0.772803794617209
2020-06-11,1.075416082297596
2020-06-12,-13.339752918268447
2020-06-13,-1.125079910242514
2020-06-14,-0.8874493655915379
2020-06-15,16.03349927160556
2020-06-16,-9.873926667361816
2020-06-17,-5.547000000000057
2020-06-18,2.9669999999999597
2020-06-19,15.52052548724486
2020-06-20,3.960000000000008
2020-06-21,-4.000824888996082
2020-06-22,-8.364000000000026
2020-06-23,-4.223832338793875
2020-06-24,-0.7674610605877517
2020-06-25,10.442959974603072
2020-06-26,8.814000000000057
2020-06-27,-4.036389861797606
2020-06-28,21.31186291065332
2020-06-29,-2.035822907221974
2020-06-30,-7.89870360574865
2020-07-01,-8.364000000000026
2020-07-02,-24.517999999999958
2020-07-03,29.007569955489725
2020-07-04,2.255000000000118
2020-07-05,-0.935000000000068
2020-07-06,-24.312323404021534
2020-07-07,-26.59192754226114
2020-07-08,-19.062395607980655
2020-07-09,-0.6380344032307894
2020-07-10,-16.16540802844132
2020-07-11,42.392149003093984
2020-07-12,64.79262513648162
2020-07-13,-7.20499579796331
2020-07-14,8.050999999999846
2020-07-15,-60.625
2020-07-16,-84.88393861172817
2020-07-17,45.45471151956407
2020-07-18,-15.253085471427232
2020-07-19,29.363119423161706
2020-07-20,6.1551263271179035
2020-07-21,-7.228529469849253
2020-07-22,-7.79999999999994
2020-07-23,21.025653840418144
2020-07-24,4.648250753901452
2020-07-25,39.09128311326187
2020-07-26,8.0487145140054
2020-07-27,-40.71497846408031
2020-07-28,26.57160228695509
2020-07-29,18.206999999999965
2020-07-30,-11.321999999999885
2020-07-31,38.19706649717381
2020-08-01,26.264000000000067
2020-08-02,-16.567856263645325
2020-08-03,56.65000000000006
2020-08-04,16.221885315293413
2020-08-05,65.53671889154542
2020-08-06,-8.907082635501876
2020-08-07,-13.267999999999915
2020-08-08,-57.72200000000006
