,date,price
0,2014-01-02,
1,2014-01-03,
2,2014-01-06,
3,2014-01-07,
4,2014-01-08,
5,2014-01-09,
6,2014-01-10,
7,2014-01-13,
8,2014-01-14,
9,2014-01-15,
10,2014-01-16,34.13108011387811
11,2014-01-17,36.72812567769585
12,2014-01-20,35.08040435864913
13,2014-01-21,35.44041355889032
14,2014-01-22,34.17354896903458
15,2014-01-23,33.5867886671551
16,2014-01-24,32.7445920689285
17,2014-01-27,31.613538415420436
18,2014-01-28,30.63120622987382
19,2014-01-29,29.60085775998229
20,2014-01-30,29.498977122153867
21,2014-01-31,29.392967280203955
22,2014-02-03,29.303266672071622
23,2014-02-04,29.226380461938824
24,2014-02-05,29.15974577020564
25,2014-02-06,29.101440437172123
26,2014-02-07,29.04999457600892
27,2014-02-10,28.077944435344186
28,2014-02-11,27.881966162515855
29,2014-02-12,29.04319641853453
30,2014-02-13,29.22146371140697
31,2014-02-14,28.51759402273911
32,2014-02-17,28.248735600480735
33,2014-02-18,29.28539176476767
34,2014-02-19,28.51167700448385
35,2014-02-20,27.764831149443946
36,2014-02-21,27.165647641294814
37,2014-02-24,26.401897373089348
38,2014-02-25,27.13719502819528
39,2014-02-26,26.623584949949084
40,2014-02-27,26.172983616560735
41,2014-02-28,25.715326496850803
42,2014-03-03,26.011832632208773
43,2014-03-04,25.428757565524723
44,2014-03-05,25.87280212154615
45,2014-03-06,26.14115950744125
46,2014-03-07,25.838661466842424
47,2014-03-10,33.268767973508844
48,2014-03-11,32.617689588786945
49,2014-03-12,31.860013658725897
50,2014-03-13,34.123822691017935
51,2014-03-14,33.39265248484352
52,2014-03-17,32.80850913789993
53,2014-03-18,32.12584169500503
54,2014-03-19,31.63950341591942
55,2014-03-20,32.39008279377488
56,2014-03-21,31.74592310452241
57,2014-03-24,32.344804494061485
58,2014-03-25,38.63653990773571
59,2014-03-26,38.60341242854314
60,2014-03-27,41.42502738377175
61,2014-03-28,40.598834209550716
62,2014-03-31,40.57945960124529
63,2014-04-01,39.81707668354784
64,2014-04-02,39.55827475399205
65,2014-04-03,39.74676225527026
66,2014-04-04,39.11071606077366
67,2014-04-07,39.16451750343366
68,2014-04-08,39.21649509173913
69,2014-04-09,39.6043382288572
70,2014-04-10,40.0552991695647
71,2014-04-11,39.63886411385263
72,2014-04-14,40.56855225220472
73,2014-04-15,39.67047663071045
74,2014-04-16,38.76950902847817
75,2014-04-17,38.16743719513909
76,2014-04-18,37.33307403492924
77,2014-04-21,42.618606900130075
78,2014-04-22,41.93109837881393
79,2014-04-23,41.021215473035426
80,2014-04-24,40.115284943159494
81,2014-04-25,39.8946080450761
82,2014-04-28,39.34414567266159
83,2014-04-29,40.19413436354112
84,2014-04-30,39.32268431045364
85,2014-05-01,39.35030467821935
86,2014-05-02,39.377207581858926
87,2014-05-05,39.403420616146576
88,2014-05-06,39.314928157399265
89,2014-05-07,38.79441412810019
90,2014-05-08,37.88726766785368
91,2014-05-09,37.99992200643307
92,2014-05-12,37.348652264639966
93,2014-05-13,36.46659027500267
94,2014-05-14,36.56226433792641
95,2014-05-15,36.767756999768906
96,2014-05-16,36.67221367930476
97,2014-05-19,36.03825789977192
98,2014-05-20,35.4062686608208
99,2014-05-21,35.03573223477225
100,2014-05-22,36.10391231856227
101,2014-05-23,35.90779070866724
102,2014-05-26,35.255248589423566
103,2014-05-27,36.30889012649462
104,2014-05-28,37.067978935678106
105,2014-05-29,36.74078287289585
106,2014-05-30,36.11760051947656
107,2014-06-02,36.12128872270569
108,2014-06-03,36.124902407776126
109,2014-06-04,36.33514316003926
110,2014-06-05,35.488620551179885
111,2014-06-06,35.29956797927309
112,2014-06-09,36.724199791443525
113,2014-06-10,36.471087464426084
114,2014-06-11,36.0287421500703
115,2014-06-12,35.487327782196964
116,2014-06-13,34.946569700937445
117,2014-06-16,38.69735183226642
118,2014-06-17,37.83008365521913
119,2014-06-18,37.53331969272363
120,2014-06-19,36.824019294440745
121,2014-06-20,36.09359471564832
122,2014-06-23,36.49949791990372
123,2014-06-24,35.79596379848874
124,2014-06-25,35.032314555506545
125,2014-06-26,34.5001123024933
126,2014-06-27,33.81096559161261
127,2014-06-30,33.988287662913635
128,2014-07-01,33.30199793872339
129,2014-07-02,32.63417295430454
130,2014-07-03,32.114137036445015
131,2014-07-04,31.5186034979266
132,2014-07-07,30.893750533687637
133,2014-07-08,30.372642259347494
134,2014-07-09,29.772275379979288
135,2014-07-10,29.45529900257499
136,2014-07-11,28.916926510780222
137,2014-07-14,28.71139255049105
138,2014-07-15,28.85687033206679
139,2014-07-16,30.217969988306283
140,2014-07-17,29.635143194367764
141,2014-07-18,29.633727748665045
142,2014-07-21,29.56910307894342
143,2014-07-22,30.413089956566857
144,2014-07-23,30.333934798936387
145,2014-07-24,30.545081925901748
146,2014-07-25,29.9905716421892
147,2014-07-28,29.447239473069907
148,2014-07-29,29.086580285055952
149,2014-07-30,28.85055094973918
150,2014-07-31,28.316828876114947
151,2014-08-01,27.803794571104564
152,2014-08-04,27.355952364581025
153,2014-08-05,26.937929768083315
154,2014-08-06,28.75811523649339
155,2014-08-07,29.269255911615133
156,2014-08-08,28.798226685458374
157,2014-08-11,28.558445083111692
158,2014-08-12,28.017358516977573
159,2014-08-13,28.645835787451965
160,2014-08-14,28.669932815909558
161,2014-08-15,30.15249954820623
162,2014-08-18,29.71039644561862
163,2014-08-19,29.169755418300042
164,2014-08-20,29.203477680628193
165,2014-08-21,28.65178778439128
166,2014-08-22,28.3308861972407
167,2014-08-25,27.933936243979765
