index,0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,-0.45540670461233174
2020-08-12,-1.5746116932154497
2020-08-13,-3.2123671310674093
2020-08-14,-1.4015704788038121
2020-08-15,-0.16952430051616252
2020-08-16,1.017332094624358
2020-08-17,4.814008991213433
2020-08-18,5.189072289432008
2020-08-19,0.6962691397310129
2020-08-20,-1.3507136497470837
2020-08-21,0.18883143473880912
2020-08-22,-2.2554324409779714
2020-08-23,-3.228579003493375
2020-08-24,-3.2006188809182863
2020-08-25,-4.3924729881232825
2020-08-26,-7.339377408851301
2020-08-27,-9.619564562824959
2020-08-28,-11.692848467735942
2020-08-29,-9.853407403683343
2020-08-30,-9.56597021103022
2020-08-31,-9.148631643051699
2020-09-01,-8.248091173832414
2020-09-02,-9.504814750173454
2020-09-03,-12.610149083813727
2020-09-04,-18.390830915229035
2020-09-05,-20.0
2020-09-06,-20.0
2020-09-07,-20.0
2020-09-08,-20.0
2020-09-09,-20.0
2020-09-10,-19.151415568581573
2020-09-11,-18.290550920101577
2020-09-12,-16.074440978893737
2020-09-13,-13.821813209175641
2020-09-14,-13.189360645665499
2020-09-15,-11.445743486785132
2020-09-16,-8.996122107711948
2020-09-17,-8.290512479475082
2020-09-18,-7.21795967586121
2020-09-19,-6.594004625240662
2020-09-20,-5.95761872804605
2020-09-21,-6.38261293938118
2020-09-22,-10.529599790723044
2020-09-23,-12.899996258223185
2020-09-24,-14.321078831150231
2020-09-25,-11.986631934445105
2020-09-26,-8.281199717660407
2020-09-27,-6.77260978118274
2020-09-28,-5.775149124677935
2020-09-29,-7.701578569061051
2020-09-30,-8.556809678769865
2020-10-01,-7.859525494988119
2020-10-02,-11.692328528390911
2020-10-03,-10.296373605441921
2020-10-04,-9.667606207310865
2020-10-05,-8.065572341033258
2020-10-06,-7.781776323353177
2020-10-07,-8.172502975252845
2020-10-08,-9.012072768635237
2020-10-09,-6.3068643859472475
2020-10-10,-1.6883830410255236
2020-10-11,0.37934495245217115
2020-10-12,0.7486809655313078
2020-10-13,0.9544702725053168
2020-10-14,0.013289098996430077
2020-10-15,-2.68296293104408
2020-10-16,-4.8176512615127844
2020-10-17,-6.341302683966984
2020-10-18,-5.710142146006298
2020-10-19,-6.3128959476505635
2020-10-20,-5.032391266098861
2020-10-21,-4.22033764855847
2020-10-22,0.28515437848578373
2020-10-23,2.724156035278762
2020-10-24,1.087140371248979
2020-10-25,0.965875055804152
2020-10-26,8.286391669235352
2020-10-27,5.927915309393719
2020-10-28,3.832845293276595
2020-10-29,-0.9664733055091426
2020-10-30,-4.732538387437459
2020-10-31,-4.975509914009491
2020-11-01,-5.431248779609106
2020-11-02,-7.047112849419545
2020-11-03,-8.554296891007192
2020-11-04,-8.952091890339762
2020-11-05,-6.004438924904193
2020-11-06,1.2486920352447821
2020-11-07,7.7964644886848715
2020-11-08,7.126565779424909
2020-11-09,8.559203685426677
2020-11-10,6.114274435760336
2020-11-11,8.01481874242983
2020-11-12,8.15524928973694
2020-11-13,8.892809878108901
2020-11-14,6.893139514238448
2020-11-15,7.370645753089742
2020-11-16,7.5827311302668745
2020-11-17,10.060213452139845
2020-11-18,11.679569714879136
2020-11-19,10.645852719805408
2020-11-20,12.363457961420036
2020-11-21,17.972967168694368
2020-11-22,20.0
2020-11-23,20.0
2020-11-24,20.0
2020-11-25,20.0
2020-11-26,9.120140064740326
2020-11-27,5.714077527345578
2020-11-28,4.069533950323541
2020-11-29,4.411137174152912
2020-11-30,4.576662213686146
2020-12-01,5.458465431060867
2020-12-02,4.204332714745965
2020-12-03,3.3490493334401767
2020-12-04,3.2465958735586735
2020-12-05,2.612415000644513
2020-12-06,2.0685793138061332
2020-12-07,1.6295884228501745
2020-12-08,0.557477488227062
2020-12-09,-2.090407195014056
2020-12-10,-2.6325087709197903
2020-12-11,-3.3743421267426426
2020-12-12,-2.680194683983212
2020-12-13,-1.900612128947285
2020-12-14,-0.9517599069880234
2020-12-15,-1.0270651290200932
2020-12-16,-0.8925681288247589
2020-12-17,1.3039061731169712
2020-12-18,5.418403474851008
2020-12-19,10.170091944638653
2020-12-20,11.81650816707747
2020-12-21,20.0
2020-12-22,17.383790935727266
2020-12-23,15.916461523606023
2020-12-24,10.103927371839342
2020-12-25,10.25279626164802
2020-12-26,10.34717816069371
2020-12-27,10.30961999318263
2020-12-28,10.729583304311648
2020-12-29,8.606659983371456
2020-12-30,7.565666426196486
2020-12-31,7.7493218363477965
2021-01-01,9.15152156229308
2021-01-02,15.332881037947063
2021-01-03,19.56133882738161
2021-01-04,18.518389938359974
2021-01-05,17.43850287055965
2021-01-06,18.36614032385206
2021-01-07,17.038145595186403
2021-01-08,14.59120808520802
2021-01-09,13.51072315537497
2021-01-10,13.263599095175135
2021-01-11,9.675203218040677
2021-01-12,6.708506218940272
2021-01-13,3.8400953198963825
2021-01-14,2.8551391434153297
2021-01-15,3.921761825124343
2021-01-16,4.221768912276794
2021-01-17,3.2420897581372508
2021-01-18,3.0683392394599935
2021-01-19,3.224619847207895
2021-01-20,2.37785169714026
2021-01-21,1.182083071967699
2021-01-22,0.004589094787442936
2021-01-23,0.07105032739500206
2021-01-24,-0.12499187710643943
2021-01-25,-0.007833162914082073
2021-01-26,-0.7944566065532807
2021-01-27,-1.8635556533492492
2021-01-28,5.5900650649215695
2021-01-29,13.02394385543534
2021-01-30,13.013225107437387
