index,FINAL
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,2.5544001559161975
2020-01-12,2.410483571540693
2020-01-13,2.329357538112422
2020-01-14,2.260397277760381
2020-01-15,2.301199562907016
2020-01-16,2.23350774077525
2020-01-17,2.120852604050329
2020-01-18,2.1532435807372745
2020-01-19,2.0690790127079857
2020-01-20,2.4393384200837547
2020-01-21,2.385053336461569
2020-01-22,2.3134934705547825
2020-01-23,2.3624925146870517
2020-01-24,2.3337763032068435
2020-01-25,2.3111615328598294
2020-01-26,2.204689071848414
2020-01-27,2.195301490130292
2020-01-28,2.2737606775152233
2020-01-29,2.321026182135154
2020-01-30,2.3999510110475386
2020-01-31,2.4247276167089766
2020-02-01,2.3493865159346305
2020-02-02,2.2342070917692136
2020-02-03,2.0801718537774256
2020-02-04,2.0239726549806236
2020-02-05,1.9114394013174665
2020-02-06,2.0084783177045833
2020-02-07,2.0469678351088314
2020-02-08,1.930586909764505
2020-02-09,1.9383976679218278
2020-02-10,2.0964055581420658
2020-02-11,2.0544614519011297
2020-02-12,2.2037948496652935
2020-02-13,2.207362795137231
2020-02-14,1.965962894726167
2020-02-15,1.9484629076805637
2020-02-16,2.0541230019757735
2020-02-17,2.0801078955842724
2020-02-18,1.995102854400776
2020-02-19,2.069971970537619
2020-02-20,2.6472387609206027
2020-02-21,2.4716396328103056
2020-02-22,2.401995361700201
2020-02-23,2.2509355825436286
2020-02-24,2.3579844333160205
2020-02-25,2.408157861394305
2020-02-26,2.5337825927016735
2020-02-27,2.6710474159115916
2020-02-28,2.6505154941950284
2020-02-29,2.5921618841340273
2020-03-01,2.666300441115404
2020-03-02,2.4744669417289824
2020-03-03,2.515808678044702
2020-03-04,2.4839847109832274
2020-03-05,2.355056795005287
2020-03-06,2.433468287207824
2020-03-07,2.407383809243243
2020-03-08,2.365170355286759
2020-03-09,2.7938721729980083
2020-03-10,2.6023529698224057
2020-03-11,2.6093407216760176
2020-03-12,2.846310977850055
2020-03-13,5.691281162421757
2020-03-14,4.756723064213014
2020-03-15,4.813422852749673
2020-03-16,5.087436509475747
2020-03-17,4.676944880211919
2020-03-18,4.961347654199756
2020-03-19,4.714206759082501
2020-03-20,4.924673082993409
2020-03-21,6.022090390913324
2020-03-22,5.541109832059386
2020-03-23,5.874743277676974
2020-03-24,5.549589556417554
2020-03-25,5.803572025550531
2020-03-26,5.97095149027177
2020-03-27,5.91399153363367
2020-03-28,6.340587552354187
2020-03-29,6.061206145941891
2020-03-30,5.851662145079534
2020-03-31,5.855055665922256
2020-04-01,6.13139858561298
2020-04-02,5.648778668251526
2020-04-03,5.79588872899932
2020-04-04,5.847522752700669
2020-04-05,5.864436851545981
2020-04-06,5.661921657704959
2020-04-07,3.798354289408395
2020-04-08,3.9348485021020623
2020-04-09,3.8718284031531844
2020-04-10,4.145153694865256
2020-04-11,3.8348527769373058
2020-04-12,3.8895556911424243
2020-04-13,4.071043196640004
2020-04-14,3.072732916008273
2020-04-15,2.9279838811291286
2020-04-16,2.775569722450053
2020-04-17,2.7183446755788414
2020-04-18,1.9793278508250172
2020-04-19,2.018299508496692
2020-04-20,1.9427695323268703
2020-04-21,2.1140842113455154
2020-04-22,1.8200975345552188
2020-04-23,1.8438403782007309
2020-04-24,2.020201665519326
2020-04-25,1.9826773387443293
2020-04-26,1.9355087517007126
2020-04-27,1.8195483882514547
2020-04-28,1.7907885069679292
2020-04-29,1.7574492974511515
2020-04-30,2.654183602798245
2020-05-01,2.9835873860590207
2020-05-02,2.934989661587188
2020-05-03,2.9339564256992103
2020-05-04,3.118685193859308
2020-05-05,2.9070481918523545
2020-05-06,2.8962793090752093
2020-05-07,2.956132575655383
2020-05-08,2.9449379948574204
2020-05-09,3.1924059465960655
2020-05-10,4.051988991710619
2020-05-11,3.7177734217738676
2020-05-12,3.766708421640384
2020-05-13,3.698200890004205
2020-05-14,3.728532513439114
2020-05-15,3.9792168027468793
2020-05-16,3.9052325837770603
2020-05-17,3.8375613592220734
2020-05-18,3.9768575885840667
2020-05-19,3.760761476794745
2020-05-20,3.777394529558623
2020-05-21,3.956118897813543
2020-05-22,3.998183637316346
2020-05-23,4.012975407394653
2020-05-24,3.950790810708048
2020-05-25,3.417564484390244
2020-05-26,3.2107023096657756
2020-05-27,3.2048275623566718
2020-05-28,3.2655793309939476
2020-05-29,3.2521594568654737
2020-05-30,3.1320629421293034
2020-05-31,3.171280321922609
2020-06-01,3.1009251879213617
2020-06-02,2.976864966609459
2020-06-03,3.3495826860856885
2020-06-04,2.8246775944478744
2020-06-05,2.8296522639871142
2020-06-06,2.911920192993185
2020-06-07,2.8670413648688142
2020-06-08,2.455023343743887
2020-06-09,2.50854526782906
2020-06-10,2.4700192913925663
2020-06-11,2.4634081292091374
2020-06-12,2.57959365396591
2020-06-13,2.5186601801695647
2020-06-14,2.5243767559590036
2020-06-15,2.5338145360983
2020-06-16,2.438943341327573
2020-06-17,2.4731858377353846
2020-06-18,2.4770924337079796
2020-06-19,2.3448302966205303
2020-06-20,2.3369332513824688
2020-06-21,2.288395320106104
2020-06-22,2.2474780669519903
2020-06-23,2.203109498445972
2020-06-24,2.2754572842015715
2020-06-25,2.2646438371894595
2020-06-26,2.323438970481696
2020-06-27,1.9528449192226818
2020-06-28,1.5944102299319922
2020-06-29,1.5650826233842032
2020-06-30,1.491833930889986
2020-07-01,1.4380145655441823
2020-07-02,1.4428938686713577
2020-07-03,1.4364572225626873
