,0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,-2.3262509695912783
2020-01-14,19.312000000000026
2020-01-15,43.33615787072946
2020-01-16,-4.35164823794256
2020-01-17,63.98038894226952
2020-01-18,-23.049218805914467
2020-01-19,67.3680000000001
2020-01-20,-93.40800000000004
2020-01-21,14.259514876911354
2020-01-22,8.348165218311685
2020-01-23,-24.70028167759506
2020-01-24,-24.909732638939946
2020-01-25,8.5356067769508
2020-01-26,2.6801735185578144
2020-01-27,5.779223329800567
2020-01-28,8.54399999999996
2020-01-29,11.515109641100283
2020-01-30,-5.335177600469307
2020-01-31,24.624000000000013
2020-02-01,-5.768221773348851
2020-02-02,27.96800000000006
2020-02-03,13.565734231336336
2020-02-04,-15.866041717729212
2020-02-05,24.3389999999999
2020-02-06,102.71400000000006
2020-02-07,49.527564234826315
2020-02-08,44.144000000000034
2020-02-09,25.667999999999918
2020-02-10,-43.15200000000005
2020-02-11,-11.097999999999951
2020-02-12,201.68600000000004
2020-02-13,54.0488026296678
2020-02-14,23.578242450469798
2020-02-15,81.24199999999992
2020-02-16,-57.62399999999996
2020-02-17,-95.94885704440345
2020-02-18,71.90072592938665
2020-02-19,62.600000000000136
2020-02-20,-104.16000000000008
2020-02-21,7.440755086527939
2020-02-22,3.0828455100134398
2020-02-23,20.874505329682215
2020-02-24,-5.8880000000000114
2020-02-25,-14.930062277457672
2020-02-26,-29.408047817801396
2020-02-27,-11.928503023868247
2020-02-28,-1.279216523703059
2020-02-29,-1.9657882400821236
2020-03-01,6.31914676767404
2020-03-02,-1.7477057587533353
2020-03-03,-5.141875563737585
2020-03-04,0.5720000000000113
2020-03-05,-2.3869999999999862
2020-03-06,-8.75979796467795
2020-03-07,-6.872880665130769
2020-03-08,8.968639396773346
2020-03-09,4.362000000000001
2020-03-10,1.6535287368614258
2020-03-11,0.6456741912719908
2020-03-12,40.172141289832815
2020-03-13,84.62336358644649
2020-03-14,-6.364350139672018
2020-03-15,12.687553349173756
2020-03-16,30.456000000000007
2020-03-17,-15.416999999999986
2020-03-18,10.905657711922752
2020-03-19,-17.92199999999998
2020-03-20,-79.78056166966624
2020-03-21,46.79441886010818
2020-03-22,-4.639314159144679
2020-03-23,19.944
2020-03-24,-32.6895366249898
2020-03-25,-0.006094195670932875
2020-03-26,5.975612136832965
2020-03-27,-1.4514662853876155
2020-03-28,6.559612006712826
2020-03-29,-0.02400000000000091
2020-03-30,-1.119999999999982
2020-03-31,-1.9440000000000055
2020-04-01,0.9186136948422382
2020-04-02,-3.739433188472429
2020-04-03,-4.021494768720789
2020-04-04,1.0405807830791345
2020-04-05,-0.21148397241916028
2020-04-06,-0.6845454978445104
2020-04-07,-0.0036313181013243635
2020-04-08,-0.8684065376147383
2020-04-09,6.116428339416395
2020-04-10,-27.668920164511064
2020-04-11,1.8854040414611488
2020-04-12,-2.7032668113705682
2020-04-13,-7.574302015144492
2020-04-14,4.589580615839225
2020-04-15,1.8080000000000156
2020-04-16,9.51199999999999
2020-04-17,-0.04407512889371513
2020-04-18,4.0579902085760615
2020-04-19,17.957366219206943
2020-04-20,-1.1870512825317348
2020-04-21,-34.65468174349659
2020-04-22,12.074187777892211
2020-04-23,16.680000000000007
