index,,mac16,mac2,mac32,mac4,mac8
2020-04-26,mac4,0.8432757451900592,0.9504234219625732,,1.0,0.9341886785451001
2020-04-26,mac8,0.8559476183584089,0.8888312262986073,,0.9341886785451001,1.0
2020-05-03,mac16,1.0,0.829375539908486,,0.7891970670716162,0.8442239904865917
2020-05-03,mac2,0.829375539908486,1.0,,0.9605968230160771,0.8880066825513108
2020-05-03,mac32,,,,,
2020-05-03,mac4,0.7891970670716162,0.9605968230160771,,1.0,0.9255536225686108
2020-05-03,mac8,0.8442239904865917,0.8880066825513108,,0.9255536225686108,1.0
2020-05-10,mac16,1.0,0.8393858549321657,-0.3426425054354224,0.7650902774864757,0.8255051976447059
2020-05-10,mac2,0.8393858549321657,1.0,-0.24510387289450383,0.9470899127581582,0.8823666271112242
2020-05-10,mac32,-0.3426425054354224,-0.24510387289450383,1.0,-0.07519727108961267,-0.10807496725583804
2020-05-10,mac4,0.7650902774864757,0.9470899127581582,-0.07519727108961267,1.0,0.9256541713934653
2020-05-10,mac8,0.8255051976447059,0.8823666271112242,-0.10807496725583804,0.9256541713934653,1.0
2020-05-17,mac16,1.0,0.5965162850436542,-0.5279585657811436,0.6066811528806323,0.7395180559647748
2020-05-17,mac2,0.5965162850436542,1.0,-0.16316795390293656,0.9416342363774173,0.850810274207292
2020-05-17,mac32,-0.5279585657811436,-0.16316795390293656,1.0,-0.0657284769847763,-0.1656319405826387
2020-05-17,mac4,0.6066811528806323,0.9416342363774173,-0.0657284769847763,1.0,0.9149052710517737
2020-05-17,mac8,0.7395180559647748,0.850810274207292,-0.1656319405826387,0.9149052710517737,1.0
2020-05-24,mac16,1.0,0.5841762231942728,-0.1910634471877679,0.59731858140096,0.7357778520619376
2020-05-24,mac2,0.5841762231942728,1.0,-0.0839427617831642,0.9420590581855315,0.8508333841878752
2020-05-24,mac32,-0.1910634471877679,-0.0839427617831642,1.0,0.002423419333106701,-0.04643352911589287
2020-05-24,mac4,0.59731858140096,0.9420590581855315,0.002423419333106701,1.0,0.9147587954031468
2020-05-24,mac8,0.7357778520619376,0.8508333841878752,-0.04643352911589287,0.9147587954031468,1.0
2020-05-31,mac16,1.0,0.5405192123056346,0.06408607689037948,0.5560119445354283,0.704611153253072
2020-05-31,mac2,0.5405192123056346,1.0,-0.13394684761484058,0.9425936128447732,0.8499240803853391
2020-05-31,mac32,0.06408607689037948,-0.13394684761484058,1.0,-0.07243146734419943,-0.06319017806546941
2020-05-31,mac4,0.5560119445354283,0.9425936128447732,-0.07243146734419943,1.0,0.9138960389916818
2020-05-31,mac8,0.704611153253072,0.8499240803853391,-0.06319017806546941,0.9138960389916818,1.0
2020-06-07,mac16,1.0,0.5394739423413524,0.07523058927242429,0.5571521855861745,0.705333676064341
2020-06-07,mac2,0.5394739423413524,1.0,-0.1299954739534323,0.9402283216041792,0.8472307080458877
2020-06-07,mac32,0.07523058927242429,-0.1299954739534323,1.0,-0.04882234799793077,-0.03755419025515348
2020-06-07,mac4,0.5571521855861745,0.9402283216041792,-0.04882234799793077,1.0,0.914218173252069
2020-06-07,mac8,0.705333676064341,0.8472307080458877,-0.03755419025515348,0.914218173252069,1.0
2020-06-14,mac16,1.0,0.5398241014406426,0.12425774614066172,0.557414009695454,0.706360073125969
