index,ewmac4,ewmac8
2020-01-01,0.0,0.0
2020-01-02,0.0,0.0
2020-01-03,0.0,0.0
2020-01-06,0.0,0.0
2020-01-07,0.0,0.0
2020-01-08,0.0,0.0
2020-01-09,0.0,0.0
2020-01-10,1.796212900776388,0.9940870610142661
2020-01-13,-2.922797257570637,-1.6147012652125745
2020-01-14,36.342144576938104,21.252899849785074
2020-01-15,12.530923918645838,6.660493765547462
2020-01-16,-15.041113223080893,-8.029729885498396
2020-01-17,-14.122784155081126,-10.158810067679047
2020-01-20,5.8224840121780375,3.6388656352883797
2020-01-21,0.49901119603068333,0.019388270340424674
2020-01-22,-0.13273250679249637,-0.0041403202847050125
2020-01-23,-17.382528846522597,-18.552769726777395
2020-01-24,2.586154302910606,4.345948579400775
2020-01-27,-2.019764198590279,9.23834466649694
2020-01-28,2.12837827745424,9.009782381786412
2020-01-29,14.101214118826952,12.142315739309927
2020-01-30,3.605106128349132,1.837551885987543
2020-01-31,9.43923585123031,7.180639413091386
2020-02-03,-9.806178697620119,-7.972700838864628
2020-02-04,-24.25267157098717,-20.754878146222453
2020-02-05,31.54337161172213,32.02019915294665
2020-02-06,38.04923222415204,44.240922786340604
2020-02-07,45.556905162568725,40.17276002341151
2020-02-10,-38.84684181101477,-32.43557440519572
2020-02-11,-6.729771500613418,-5.77251709303078
2020-02-12,77.29387050186689,74.07009221562066
2020-02-13,-14.752601174493249,-14.576114229017687
2020-02-14,-60.188498844495335,-62.751751627669556
2020-02-17,-36.154414695016,-46.75492231776024
2020-02-18,8.331772622984413,13.76191589722779
2020-02-19,18.567657283521466,49.69576936033548
2020-02-20,-27.595675255661718,-53.80409273586579
2020-02-21,-4.339983338866671,13.778192083785585
2020-02-24,0.7604532656387903,-7.487978328884239
2020-02-25,1.2470771553336677,-14.233002750695494
2020-02-26,7.158585552048306,-11.165303194818826
2020-02-27,8.151999131355256,-2.943661303701652
2020-02-28,27.621209581721644,6.72539059360445
2020-03-02,-29.175550557785282,-13.094329155989541
2020-03-03,9.297057764221531,5.084477951178928
2020-03-04,0.8677763087766106,0.7633882570404338
2020-03-05,-25.68109347144341,-19.174119177271155
2020-03-06,9.359734816601415,19.397561795978877
2020-03-09,37.53840606871486,45.92396534840743
2020-03-10,-27.07488765237217,-19.607270206370682
2020-03-11,20.95825996430326,14.728073813588683
2020-03-12,225.73774846981985,156.09224283652375
2020-03-13,120.15549418938227,88.93208422354026
2020-03-16,31.659678786303594,29.884077354419865
2020-03-17,-24.13721376734727,-23.113642217818906
2020-03-18,-5.818101349452018,-5.818101349452018
2020-03-19,-41.430857532390775,-41.430857532390775
2020-03-20,-45.679143099478665,-35.636544616952094
2020-03-23,-3.7900710990490474,-7.674584460992308
2020-03-24,-9.283077532414357,-17.394294701865228
2020-03-25,0.48021732700683,0.24535689184677212
2020-03-26,0.1311979767852598,0.8450712188974899
2020-03-27,-0.8510308551698088,9.48910433037946
2020-03-30,-1.1002773281034253,-3.8297934996112164
2020-03-31,-0.7213611910928532,-2.525067536870388
2020-04-01,0.5484792205505575,3.6391006543860938
2020-04-02,-1.7032597520451127,-8.840525287737815
2020-04-03,0.26876167819835856,0.21769011928901721
2020-04-06,2.388589670471287,-2.5840093804155204
2020-04-07,1.7838955550552846,-1.0921791300608104
2020-04-08,-1.233121228824296,0.018026024294373305
2020-04-09,1.8254349504711989,0.029222810851337492
2020-04-10,-17.48296960713303,-2.2733216383074297
2020-04-13,-1.8089890915211706,0.10281319361180194
2020-04-14,0.5284901667832441,-0.3618577330321358
2020-04-15,0.25070496644102164,1.094215686021702
2020-04-16,0.044334458997777555,-2.144929924270037
2020-04-17,-2.054540584329234,-1.0202519288513496
2020-04-20,-2.277012065303819,-0.5767286847331342
2020-04-21,-14.336690455489524,-5.106396473551959
2020-04-22,6.294837383525033,2.861928992901646
2020-04-23,7.184291056834521,3.9689097335934687
2020-04-24,12.081750363991091,5.751642069801165
2020-04-27,4.594970908785797,3.1194675202384983
2020-04-28,2.460942591677112,1.413603167611725
2020-04-29,105.15826602506073,68.3345990981113
2020-04-30,86.53858447335902,57.45247707865819
2020-05-01,-10.126503011683546,-7.730601467553134
2020-05-04,1.8871563330266445,1.0947976204496426
2020-05-05,11.685911799358824,9.48478501743723
2020-05-06,43.360074915363576,38.756280711649524
2020-05-07,30.579407813288476,28.70614304720442
2020-05-08,-107.59892111983784,-104.23364397635294
2020-05-11,11.86402504550654,15.410884028798579
2020-05-12,1.2501842555859395,1.71235137238968
2020-05-13,3.856627376378019,10.981546038807801
2020-05-14,11.674927454471492,33.00446057722474
2020-05-15,4.417058056123826,6.2252436880700746
2020-05-18,-3.7762110010675247,-5.29223120386534
2020-05-19,-0.33750278770625197,-0.4776456903924702
2020-05-20,3.0034543616355767,3.8096048803825378
2020-05-21,-30.58514576382907,-39.56617951447185
2020-05-22,3.1402206850644596,1.4501746362640322
2020-05-25,-1.1411533347931078,-10.294513477225367
2020-05-26,-0.4054847120113695,2.0488361119048375
2020-05-27,-6.303452989843298,9.684205329031924
2020-05-28,-6.452367075232449,7.841385605664906
2020-05-29,-0.30740145794336415,0.09444120646683096
2020-06-01,2.198976658238949,3.2740094047266304
2020-06-02,0.8373189352468504,1.147490406285467
2020-06-03,2.6520879192528004,0.911618512553255
2020-06-04,4.710244607910801,6.239476509420118
2020-06-05,-11.064911792042038,-16.543899499650088
2020-06-08,6.391914103007557,10.861978864790961
2020-06-09,1.306065507111184,2.309981486495503
2020-06-10,1.1743835113907224,2.2654779802330953
2020-06-11,-4.396346293848509,-8.212960724148168
2020-06-12,-6.313933521266366,-14.851652307647685
2020-06-15,2.254965259618124,-4.50207098586901
2020-06-16,-6.340555177806868,6.242807014075324
2020-06-17,0.35013477815569494,-0.43924530951307583
2020-06-18,-0.03670003998521559,0.20787260156743545
2020-06-19,0.7056345502663585,-1.768028090182157
2020-06-22,-2.708102088370059,0.6709018385807632
2020-06-23,-3.235954103430991,1.253672854505615
2020-06-24,-2.904236589382251,-5.298036367145693
2020-06-25,-0.23124577417154124,-0.6561269755037125
2020-06-26,0.1172057872827601,-1.1857684635413195
2020-06-29,9.646026932824585,3.148488644044416
2020-06-30,-12.254565332201228,-4.492834218129822
2020-07-01,-3.806395591523839,-1.9706500211466735
2020-07-02,0.8279497644268408,1.0204469310491022
2020-07-03,15.382363420501882,9.446899751895815
2020-07-06,-18.44521483387882,-14.438592191071113
2020-07-07,-1.3613909583497275,-0.35694486334971454
2020-07-08,-4.557394737099809,-8.657983042385574
2020-07-09,0.03796343309718633,4.804651329418969
2020-07-10,0.9554991187457406,3.469218601243034
2020-07-13,1.4715879027327725,-1.7029025451543598
2020-07-14,-2.185099615771838,1.2158825740934842
2020-07-15,0.09820490095529014,-0.5040346034470499
2020-07-16,1.0670992476731755,2.856354013840165
2020-07-17,-0.07309293569618777,-0.02071773564952309
2020-07-20,-2.6372442854207248,-2.51338286480663
2020-07-21,-12.575648227760412,-15.197595586697169
2020-07-22,2.5319926407279643,2.8886844642117033
2020-07-23,13.0031314570782,-1.640923392517537
2020-07-24,139.95381823993884,59.59292239187745
2020-07-27,184.20896280410213,91.39399168303962
2020-07-28,235.48337681963417,146.99761436982075
2020-07-29,-17.43492470762554,-12.649752108708023
2020-07-30,-30.308773351269547,-33.510383726552135
2020-07-31,52.722881151132924,52.656187386921545
2020-08-03,27.3732162334411,27.3732162334411
2020-08-04,-16.02392937796452,-16.02392937796452
2020-08-05,74.7109338544744,74.7109338544744
2020-08-06,34.242794781967326,34.242794781967326
2020-08-07,-38.608556916611526,-38.608556916611526
2020-08-10,52.4394370211879,53.551455548729884
2020-08-11,-53.88777899340346,-53.77626350333344
2020-08-12,-1.7112033340544013,0.7342487171331897
2020-08-13,-5.126828304342276,-8.233693591699229
2020-08-14,16.82678572334471,36.92948071855944
2020-08-17,27.10235979447607,44.98571939829797
2020-08-18,-16.249277219558234,-27.04183361843785
2020-08-19,-17.564411297634813,-23.771047774135177
2020-08-20,4.331630842100662,8.04611363711177
2020-08-21,-9.465984010294461,-19.525543054978844
2020-08-24,1.3730811252775692,9.525953515567954
2020-08-25,-5.2083287152677515,-26.02518362437713
2020-08-26,0.426749340087255,3.029692294417764
2020-08-27,3.203835066372627,-8.124866386866717
2020-08-28,-8.97351420746207,17.121448075302094
2020-08-31,-1.4246898353134068,4.772766616656051
2020-09-01,-1.336283130257774,8.512820336895633
2020-09-02,-24.49556540598551,-38.522575022286404
2020-09-03,-11.71003311852483,-23.51977464909186
2020-09-04,9.288383179593502,-19.619131891496707
2020-09-07,25.36141676350484,7.974791625144081
2020-09-08,-9.353802171283265,-2.683903335136299
2020-09-09,-18.663609484375726,-9.551332068347
2020-09-10,-17.613482808872412,-10.219876870318423
2020-09-11,3.388247043271149,3.254420934299894
2020-09-14,-20.415881905806614,-24.015968879550414
2020-09-15,-9.320305146654892,-10.795817632897233
2020-09-16,-5.24128494148444,-8.169190074437143
2020-09-17,-3.416894512151429,0.42075344861165487
2020-09-18,-1.9766899260378625,-2.5175589171427397
2020-09-21,-13.845490522928255,4.934703135513196
2020-09-22,0.7080333310441679,-0.26023878776887904
2020-09-23,0.1451357410954358,-0.41104059425776396
2020-09-24,1.1772510855241491,1.3531532258301993
2020-09-25,-8.549032739402707,-7.2920325574601375
2020-09-28,-2.212906926379016,-4.535116178449008
2020-09-29,-1.460163191650626,1.3788768636334587
2020-09-30,0.21422177927550215,-0.22908741101620467
2020-10-01,1.9988919476253473,-3.437874585316413
2020-10-02,-13.738674869296606,4.540607205652603
2020-10-05,-3.130650876995857,-3.786083245256726
2020-10-06,0.5804102529691921,1.1831892846152892
