index,FINAL
2020-01-01,
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,7.602979739332625
2020-01-12,8.056911426766423
2020-01-13,8.3375146639432
2020-01-14,8.591875783367371
2020-01-15,8.439534295341637
2020-01-16,8.6953146734284
2020-01-17,9.15719111950039
2020-01-18,9.019440626837557
2020-01-19,9.38632720756319
2020-01-20,7.961606504321006
2020-01-21,8.142816906724503
2020-01-22,8.394686597892893
2020-01-23,8.2205774244121
2020-01-24,8.321728438536491
2020-01-25,8.403156748436945
2020-01-26,8.808975777838965
2020-01-27,8.846644854427854
2020-01-28,8.541379408848943
2020-01-29,8.367442289562272
2020-01-30,8.092270443096245
2020-01-31,8.00958115779564
2020-02-01,8.26643572688289
2020-02-02,8.692592868013813
2020-02-03,9.33627315277431
2020-02-04,9.595511374023419
2020-02-05,10.16043334577749
2020-02-06,9.669535618275711
2020-02-07,9.48771753931658
2020-02-08,10.059662444281232
2020-02-09,10.019127113581611
2020-02-10,9.263976884697257
2020-02-11,9.45311123438571
2020-02-12,8.812550149361028
2020-02-13,8.798305686026364
2020-02-14,9.878646582637588
2020-02-15,9.967370974845824
2020-02-16,9.454668787068089
2020-02-17,9.336560220172547
2020-02-18,9.734361608846482
2020-02-19,9.382278073328141
2020-02-20,7.336343407432238
2020-02-21,7.857558348624151
2020-02-22,8.08538306994572
2020-02-23,8.627991303790463
2020-02-24,8.23629382670149
2020-02-25,8.06469249500708
2020-02-26,7.664845708356943
2020-02-27,7.27095015831114
2020-02-28,7.327273760184977
2020-02-29,7.492222129509095
2020-03-01,7.283895067524522
2020-03-02,7.848580356466145
2020-03-03,7.719606344101285
2020-03-04,7.818507314359265
2020-03-05,8.246532598605695
2020-03-06,7.980811886339715
2020-03-07,8.067285555801725
2020-03-08,8.211270104991778
2020-03-09,6.951303219695583
2020-03-10,7.46288180611576
2020-03-11,7.4428963876762415
2020-03-12,6.82323638657661
2020-03-13,3.412421927036705
2020-03-14,4.082863847528215
2020-03-15,4.034769690031419
2020-03-16,3.817453563382211
2020-03-17,4.152508342304635
2020-03-18,3.914471225401656
2020-03-19,4.119686221687646
2020-03-20,3.943622714499878
2020-03-21,3.224968635622473
2020-03-22,3.5049030284896916
2020-03-23,3.3058555435733927
2020-03-24,3.4995475672827756
2020-03-25,3.346396416909576
2020-03-26,3.2525892503432465
2020-03-27,3.283916204669688
2020-03-28,3.0629736552361204
2020-03-29,3.2041564276083507
2020-03-30,3.318895067773087
2020-03-31,3.3169714755427266
2020-04-01,3.1674751462332713
2020-04-02,3.438097644139131
2020-04-03,3.3508325538423613
2020-04-04,3.3212444744416545
2020-04-05,3.3116654033812605
2020-04-06,3.430116805863966
2020-04-07,5.113017678665209
2020-04-08,4.935654478489806
2020-04-09,5.0159900205708
2020-04-10,4.685243072081133
2020-04-11,5.064354164617896
2020-04-12,4.993128823378456
2020-04-13,4.7705346500886865
2020-04-14,6.320449307650356
2020-04-15,6.632909681213662
2020-04-16,6.997140974154878
2020-04-17,7.144440808428184
2020-04-18,9.811943293519528
2020-04-19,9.62248296143346
2020-04-20,9.996580813329
2020-04-21,9.186508525702655
2020-04-22,10.6703362115838
2020-04-23,10.532935964083038
2020-04-24,9.613422740440345
2020-04-25,9.795367229989477
2020-04-26,10.034081537742395
2020-04-27,10.673556557757799
2020-04-28,10.844972790484162
2020-04-29,11.050704370103604
2020-04-30,7.31714739368587
2020-05-01,6.509295729806643
2020-05-02,6.6170770158953145
2020-05-03,6.619407316845407
2020-05-04,6.227320625313196
2020-05-05,6.680677907580185
2020-05-06,6.705517858973398
2020-05-07,6.5697502174012765
2020-05-08,6.594723782128127
2020-05-09,6.083515992784952
2020-05-10,4.792967767511137
2020-05-11,5.2238397632937374
2020-05-12,5.1559745161058075
2020-05-13,5.251486657761544
2020-05-14,5.20876579769058
2020-05-15,4.880621889757921
2020-05-16,4.973084756144104
2020-05-17,5.060779701908366
2020-05-18,4.883517249229356
2020-05-19,5.1641277308901
2020-05-20,5.141388456939455
2020-05-21,4.909117529888326
2020-05-22,4.857468889201576
2020-05-23,4.839564328201974
2020-05-24,4.915738028685546
2020-05-25,5.682717245068756
2020-05-26,6.048848743501424
2020-05-27,6.059936846429786
2020-05-28,5.947199765521465
2020-05-29,5.971740589342912
2020-05-30,6.200722332347424
2020-05-31,6.124041604686909
2020-06-01,6.262986513582236
2020-06-02,6.5239951591418075
2020-06-03,5.7980514146597555
2020-06-04,6.875493567744706
2020-06-05,6.863406107792823
2020-06-06,6.6695003105891795
2020-06-07,6.773900394167347
2020-06-08,7.910740515388351
2020-06-09,7.741958210061035
2020-06-10,7.862712934776149
2020-06-11,7.8838144606650955
2020-06-12,7.528725542381724
2020-06-13,7.710866588708072
2020-06-14,7.69340495064135
2020-06-15,7.664749078866877
2020-06-16,7.962896186431138
2020-06-17,7.852645901192032
2020-06-18,7.840261577363675
2020-06-19,8.282498166101572
2020-06-20,8.3104866688383
2020-06-21,8.48675596429662
2020-06-22,8.641264587697448
2020-06-23,8.815291589128075
2020-06-24,8.535010859759359
2020-06-25,8.575764679924895
2020-06-26,8.358753071767826
2020-06-27,9.945005074601307
2020-06-28,12.180712508604095
2020-06-29,12.408963169998332
2020-06-30,13.018240321154847
2020-07-01,13.505463085646504
2020-07-02,13.459792887928895
2020-07-03,13.520105107572329
2020-07-04,13.432046296941943
2020-07-05,13.555176663225122
2020-07-06,13.603370604911817
2020-07-07,14.755176114854313
