,tr_date,tr_datetime,tr_the_open_price,tr_the_close_price,tr_the_max_price,tr_the_min_price,tr_the_comp_volume,tr_t1,tr_t2,tr_t3,tr_t4,tr_t5,tr_t6,tr_t7,tr_t8,tr_t9,tr_qs1,tr_qs2,tr_qs3,tr_qs4,tr_qs5,tr_qs6,tr_qs7,tr_ups_downs,tr_ups_downs_ratio,tr_nav_of_index,非止损持仓信号,止损引起的空仓期,tr_nav_of_product,tr_operate,tr_operate_flag,tr_state,tr_state_flag,tr_fee,tr_today_close_flag,atr_short,atr50,ma50,pre_trading_sign,cost_price,force_sale_price
10,20140314,2014/03/14 00:00:00,10530.8215187415,10500.88094775685,10541.1458535638,10448.22684016314,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-29.940571,-0.284314,0.997157,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
11,20140317,2014/03/17 00:00:00,10494.68634686347,10500.88094775685,10623.74053214216,10468.87550980773,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.194601,0.059026,1.00059,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
12,20140318,2014/03/18 00:00:00,10453.38900757428,10617.54593124879,10623.74053214216,10453.38900757428,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,164.156924,1.57037,1.015704,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
13,20140319,2014/03/19 00:00:00,10634.06486696446,10545.27558749272,10683.62167411147,10545.27558749272,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-88.789279,-0.834951,0.99165,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
14,20140320,2014/03/20 00:00:00,10551.47018838609,10572.11885803069,10592.76752767527,10525.65935133035,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.64867,0.195695,1.001957,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
15,20140321,2014/03/21 00:00:00,10537.01611963488,10618.57836473102,10628.90269955331,10532.88638570596,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,81.562245,0.774054,1.007741,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
16,20140324,2014/03/24 00:00:00,10613.41619731986,10644.38920178676,10658.84327053797,10573.15129151291,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.973004,0.291829,1.002918,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
17,20140325,2014/03/25 00:00:00,10649.5513691979,10743.5028160808,10774.47582054768,10623.74053214216,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,93.951447,0.88221,1.008822,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
18,20140326,2014/03/26 00:00:00,10743.50281608079,10868.42726743057,10902.49757234414,10721.82171295397,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,124.924451,1.162791,1.011628,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
19,20140327,2014/03/27 00:00:00,10871.52456787726,10832.29209555254,10871.52456787726,10814.74072635463,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-39.232472,-0.360874,0.996391,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
20,20140328,2014/03/28 00:00:00,10840.55156341037,10964.44358127792,10969.60574868906,10834.35696251699,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,123.892018,1.142857,1.011429,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
21,20140331,2014/03/31 00:00:00,10962.37871431346,10925.2111089532,10986.12468440473,10905.59487279083,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-37.167605,-0.339047,0.99661,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
22,20140401,2014/04/01 00:00:00,10933.47057681103,11052.20042726743,11070.78422994756,10897.33540493299,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,118.72985,1.08593,1.010859,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
23,20140402,2014/04/02 00:00:00,11027.42202369392,11018.13012235386,11054.26529423189,10999.54631967372,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-9.291901,-0.084262,0.999157,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
24,20140403,2014/04/03 00:00:00,11026.38959021169,11031.55175762284,11052.20042726743,10949.9895125267,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.162167,0.046816,1.000468,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
25,20140404,2014/04/04 00:00:00,11031.55175762284,11168.86541075937,11183.31947951058,11031.55175762284,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,137.313653,1.244736,1.012447,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
26,20140408,2014/04/08 00:00:00,11160.60594290153,11104.85453486114,11188.48164692173,11072.84909691202,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-55.751408,-0.499537,0.995005,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
27,20140409,2014/04/09 00:00:00,11139.95727325694,11081.10856476986,11139.95727325694,11005.7409205671,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-58.848708,-0.528267,0.994717,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
28,20140410,2014/04/10 00:00:00,11098.65993396776,11028.45445717615,11155.44377549038,11028.45445717615,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-70.205477,-0.632558,0.993674,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
29,20140411,2014/04/11 00:00:00,11016.06525538939,11048.07069333852,11067.68692950087,10965.47601476015,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32.005438,0.290534,1.002905,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
30,20140414,2014/04/14 00:00:00,11098.65993396776,11106.9194018256,11123.43833754126,11026.38959021169,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.259468,0.074419,1.000744,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
31,20140415,2014/04/15 00:00:00,11115.17886968343,11143.05457370364,11177.1248786172,11075.94639735871,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.875704,0.25079,1.002508,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
32,20140416,2014/04/16 00:00:00,11132.73023888133,11121.37347057681,11155.44377549038,11094.53020003884,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-11.356768,-0.102012,0.99898,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
33,20140417,2014/04/17 00:00:00,11119.30860361235,11227.71411924646,11253.52495630219,11108.98426879006,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,108.405516,0.97493,1.009749,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
34,20140418,2014/04/18 00:00:00,11239.07088755098,11226.68168576423,11240.1033210332,11142.0221402214,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-12.389202,-0.110233,0.998898,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
35,20140421,2014/04/21 00:00:00,11227.71411924645,11240.10332103321,11289.66012818022,11185.38434647504,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.389202,0.110345,1.001103,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
36,20140422,2014/04/22 00:00:00,11243.2006214799,11330.95746746942,11398.06564381433,11213.26005049524,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,87.756846,0.780533,1.007805,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
37,20140423,2014/04/23 00:00:00,11341.2818022917,11279.33579335794,11342.31423577393,11219.45465138862,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-61.946009,-0.546199,0.994538,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
38,20140424,2014/04/24 00:00:00,11278.3033598757,11246.29792192659,11304.11419693144,11165.76811031268,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-32.005438,-0.283779,0.997162,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
39,20140425,2014/04/25 00:00:00,11253.52495630219,11050.13556030298,11272.10875898232,11034.64905806953,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-203.389396,-1.807339,0.981927,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
40,20140428,2014/04/28 00:00:00,11057.36259467858,11053.23286074966,11074.91396387647,11008.83822101379,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4.129734,-0.037348,0.999627,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
41,20140429,2014/04/29 00:00:00,11047.03825985628,11106.9194018256,11118.27617013011,11001.61118663818,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,59.881142,0.542056,1.005421,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
42,20140430,2014/04/30 00:00:00,11111.04913575451,11095.56263352107,11124.47077102349,11060.45989512527,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-15.486502,-0.139379,0.998606,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
43,20140505,2014/05/05 00:00:00,11098.65993396776,11198.80598174403,11199.83841522625,11021.22742280054,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.146048,0.902326,1.009023,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
44,20140506,2014/05/06 00:00:00,11183.31947951058,11201.90328219072,11243.20062147989,11158.54107593707,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.583803,0.166174,1.001662,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
45,20140507,2014/05/07 00:00:00,11201.90328219071,11286.56282773354,11320.63313264711,11175.06001165275,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,84.659546,0.75576,1.007558,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
46,20140508,2014/05/08 00:00:00,11310.30879782482,11224.61681879977,11310.30879782481,11196.74111477957,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-85.691979,-0.757645,0.992424,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
47,20140509,2014/05/09 00:00:00,11237.00602058652,11120.34103709458,11237.00602058651,11099.69236744999,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-116.664983,-1.038221,0.989618,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
48,20140512,2014/05/12 00:00:00,11139.95727325694,11099.69236744999,11181.25461254612,11062.52476208972,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-40.264906,-0.361446,0.996386,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
49,20140513,2014/05/13 00:00:00,11122.40590405904,11129.63293843465,11134.79510584579,11072.84909691202,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.227034,0.064977,1.00065,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
50,20140514,2014/05/14 00:00:00,11160.60594290153,11100.72480093222,11165.76811031267,11067.68692950087,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-59.881142,-0.53654,0.994635,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
51,20140515,2014/05/15 00:00:00,11088.33559914546,11022.25985628278,11088.33559914546,11012.96795494271,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-66.075743,-0.595903,0.994041,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
52,20140516,2014/05/16 00:00:00,11010.90308797825,11037.74635851622,11038.77879199844,10943.79491163332,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.843271,0.243788,1.002438,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
53,20140519,2014/05/19 00:00:00,11034.64905806953,11043.9409594096,11097.62750048552,10986.12468440474,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.291901,0.084207,1.000842,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
54,20140520,2014/05/20 00:00:00,11026.38959021169,11041.87609244514,11050.13556030296,10968.57331520683,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.486502,0.140449,1.001404,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
55,20140521,2014/05/21 00:00:00,11027.42202369392,11114.1464362012,11139.95727325693,11000.57875315595,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,86.724413,0.786443,1.007864,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
56,20140522,2014/05/22 00:00:00,11114.1464362012,11276.23849291124,11279.33579335792,11103.8221013789,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,162.092057,1.45843,1.014584,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
57,20140523,2014/05/23 00:00:00,11267.9790250534,11397.0332103321,11408.38997863662,11235.97358710429,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,129.054185,1.145318,1.011453,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
58,20140526,2014/05/26 00:00:00,11396.00077684987,11414.58457953001,11440.39541658573,11322.69799961157,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.583803,0.163073,1.001631,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
59,20140527,2014/05/27 00:00:00,11399.09807729656,11181.25461254612,11407.35754515439,11176.09244513497,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-217.843465,-1.911059,0.980889,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
60,20140528,2014/05/28 00:00:00,11178.15731209943,11224.61681879977,11226.68168576422,11117.24373664789,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,46.459507,0.415628,1.004156,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
61,20140529,2014/05/29 00:00:00,11191.57894736842,11288.627694698,11331.98990095163,11191.57894736842,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,97.048747,0.867159,1.008672,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
62,20140530,2014/05/30 00:00:00,11287.59526121577,11341.28180229171,11350.57370363176,11223.58438531753,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.686541,0.475624,1.004756,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
63,20140603,2014/06/03 00:00:00,11356.76830452515,11432.13594872791,11437.29811613905,11325.79530005826,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75.367644,0.663636,1.006636,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
64,20140604,2014/06/04 00:00:00,11429.03864828122,11423.87648087007,11507.50359293065,11403.22781122548,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5.162167,-0.045167,0.999548,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
65,20140605,2014/06/05 00:00:00,11418.71431345892,11493.04952417945,11522.9900951641,11391.87104292095,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,74.335211,0.650995,1.00651,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
66,20140606,2014/06/06 00:00:00,11490.98465721499,11479.62788891047,11530.2171295397,11443.49271703243,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-11.356768,-0.098832,0.999012,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
67,20140609,2014/06/09 00:00:00,11454.84948533696,11448.65488444358,11504.40629248396,11396.00077684987,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-6.194601,-0.054078,0.999459,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
68,20140610,2014/06/10 00:00:00,11470.3359875704,11732.57409205671,11738.76869295007,11470.3359875704,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,262.238104,2.286229,1.022862,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
69,20140611,2014/06/11 00:00:00,11718.1200233055,11696.43892017867,11805.876869295,11658.23888133618,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-21.681103,-0.185022,0.99815,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
70,20140612,2014/06/12 00:00:00,11676.82268401631,11719.15245678772,11756.32006214798,11620.03884249368,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42.329773,0.362511,1.003625,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
71,20140613,2014/06/13 00:00:00,11769.74169741697,11761.48222955913,11906.02291707126,11735.67139250339,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-8.259468,-0.070175,0.999298,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
72,20140616,2014/06/16 00:00:00,11773.87143134589,11792.45523402602,11819.29850456398,11677.85511749854,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.583803,0.157839,1.001578,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
73,20140617,2014/06/17 00:00:00,11769.74169741697,11620.03884249369,11808.97416974168,11581.83880365119,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-149.702855,-1.27193,0.987281,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
74,20140618,2014/06/18 00:00:00,11630.36317731598,11568.41716838221,11661.33618178286,11518.86036123519,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-61.946009,-0.532623,0.994674,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
75,20140619,2014/06/19 00:00:00,11594.22800543795,11520.92522819965,11620.03884249367,11502.34142551951,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-73.302777,-0.632235,0.993678,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
76,20140620,2014/06/20 00:00:00,11537.44416391532,11587.00097106234,11607.64964070692,11485.82248980384,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49.556807,0.42953,1.004295,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
77,20140623,2014/06/23 00:00:00,11565.31986793552,11253.52495630219,11599.39017284908,11253.52495630219,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-311.794912,-2.695947,0.973041,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
78,20140624,2014/06/24 00:00:00,11253.5249563022,11271.0763255001,11303.0817634492,11221.51951835307,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.551369,0.155963,1.00156,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
79,20140625,2014/06/25 00:00:00,11253.5249563022,11260.7519906778,11299.98446300251,11186.41677995727,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.227034,0.06422,1.000642,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
80,20140626,2014/06/26 00:00:00,11260.7519906778,11257.65469023111,11322.69799961156,11207.06544960186,,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,-3.0973,-0.027505,0.999725,False,,1.0,0_0.0,-1,0,0,0,0,165.705574,152.617961,11303.721872,False,0.0,0.0
81,20140627,2014/06/27 00:00:00,11240.10332103321,11310.30879782482,11353.67100407845,11234.94115362206,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,70.205477,0.624598,1.006246,False,,1.0,0_0.0,-1,0,0,0,0,164.156924,152.860887,11307.066957,False,0.0,0.0
82,20140630,2014/06/30 00:00:00,11305.14663041367,11362.96290541853,11398.06564381432,11279.33579335793,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,57.816275,0.511416,1.005114,False,,1.0,0_0.0,-1,0,0,0,0,107.373082,153.711126,11311.898745,False,0.0,0.0
83,20140701,2014/07/01 00:00:00,11397.0332103321,11583.90367061565,11602.48747329577,11349.54127014954,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,186.87046,1.639641,1.016396,False,,1.0,0_0.0,-1,0,0,0,0,116.664983,152.98235,11319.022536,False,0.0,0.0
84,20140702,2014/07/02 00:00:00,11583.90367061565,11541.57389784424,11624.16857642259,11315.47096523597,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-42.329773,-0.365419,0.996346,False,,1.0,0_0.0,-1,0,0,0,0,151.509613,162.760102,11325.320381,False,0.0,0.0
85,20140703,2014/07/03 00:00:00,11560.15770052437,11565.31986793552,11631.3956107982,11503.37385900175,,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5.162167,0.044655,1.000447,False,,1.0,0_0.0,-1,0,0,0,0,199.775879,174.54199,11331.824712,False,0.0,0.0
86,20140704,2014/07/04 00:00:00,11581.83880365119,11667.53078267625,11689.21188580305,11556.02796659545,,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,85.691979,0.739882,1.007399,False,,1.0,0_0.0,-1,0,0,0,0,202.098854,165.007163,11338.556178,False,0.0,0.0
87,20140707,2014/07/07 00:00:00,11666.49834919402,11683.01728490969,11721.21732375217,11568.41716838221,,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,16.518936,0.141593,1.001416,True,,0.9998,触发开仓_0.0,1,1,1,0,0,205.712371,164.156924,11346.629808,False,0.0,0.0
