,tr_date,tr_datetime,tr_the_open_price,tr_the_close_price,tr_the_max_price,tr_the_min_price,tr_the_comp_volume,tr_t1,tr_t2,tr_t3,tr_t4,tr_t5,tr_t6,tr_t7,tr_t8,tr_t9,tr_qs1,tr_qs2,tr_qs3,tr_qs4,tr_qs5,tr_qs6,tr_qs7,tr_ups_downs,tr_ups_downs_ratio,tr_nav_of_index,非止损持仓信号,止损引起的空仓期,tr_nav_of_product,tr_operate,tr_operate_flag,tr_state,tr_state_flag,tr_fee,tr_today_close_flag,atr_short,atr50,ma50,pre_trading_sign,cost_price,force_sale_price
39,20140305,2014/03/05 00:00:00,3861.0,3870.0,3870.0,3833.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.0,0.2331,1.002331,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
40,20140306,2014/03/06 00:00:00,3875.0,3855.0,3879.0,3835.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-20.0,-0.516129,0.994839,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
41,20140307,2014/03/07 00:00:00,3859.0,4008.0,4008.0,3837.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,149.0,3.861104,1.038611,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
42,20140310,2014/03/10 00:00:00,4016.0,4080.0,4088.0,3999.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64.0,1.593625,1.015936,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
43,20140311,2014/03/11 00:00:00,4078.0,4117.0,4138.0,4066.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,39.0,0.956351,1.009564,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
44,20140312,2014/03/12 00:00:00,4109.0,4115.0,4126.0,4073.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.0,0.146021,1.00146,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
45,20140313,2014/03/13 00:00:00,4115.0,4236.0,4260.0,4106.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,121.0,2.940462,1.029405,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
46,20140314,2014/03/14 00:00:00,4235.0,4218.0,4266.0,4180.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-17.0,-0.401417,0.995986,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
47,20140317,2014/03/17 00:00:00,4229.0,4048.0,4234.0,4048.0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-181.0,-4.279972,0.9572,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
48,20140318,2014/03/18 00:00:00,4048.0,4112.965641952984,4122.115732368897,4031.529837251356,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64.965642,1.604882,1.016049,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
49,20140319,2014/03/19 00:00:00,4123.030741410488,4117.54068716094,4142.245931283906,4097.410488245931,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5.490054,-0.133156,0.998668,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
50,20140320,2014/03/20 00:00:00,4122.115732368897,4134.925858951176,4135.840867992766,4088.260397830017,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.810127,0.310766,1.003108,,,1.0,,0,0,0,0,0,0.0,0.0,,False,0.0,0.0
